customer_id,region,age_group,signup_date
C02857,BC,25-34,12/24/2024
C02858,Quebec,18-24,5/17/2023
C02859,BC,25-34,12/9/2023
C02860,Ontario,35-44,1/11/2025
C02861,BC,18-24,10/1/2024
C02862,BC,35-44,1/9/2023
C02863,Ontario,18-24,4/14/2023
C02864,BC,18-24,3/11/2024
C02865,Ontario,35-44,6/14/2023
C02866,BC,45-54,10/13/2023
C02867,BC,35-44,4/24/2025
C02868,BC,18-24,4/1/2023
C02869,Ontario,25-34,1/17/2023
C02870,Ontario,35-44,6/27/2023
C02871,Ontario,25-34,1/23/2024
C02872,Ontario,35-44,7/14/2023
C02873,Quebec,25-34,1/14/2024
C02874,Ontario,55+,1/18/2025
C02875,BC,25-34,10/29/2023
C02876,Ontario,45-54,6/14/2024
C02877,Alberta,25-34,2/7/2025
C02878,BC,35-44,3/13/2023
C02879,Manitoba,25-34,3/7/2023
C02880,BC,25-34,2/21/2023
C02881,Ontario,18-24,9/5/2023
C02882,Quebec,35-44,1/8/2025
C02883,Ontario,25-34,5/29/2024
C02884,Quebec,25-34,7/28/2023
C02885,Ontario,18-24,9/12/2023
C02886,Ontario,35-44,1/24/2025
C02887,Quebec,35-44,9/13/2023
C02888,Ontario,25-34,9/6/2024
C02889,Quebec,35-44,1/31/2023
C02890,Ontario,45-54,9/23/2023
C02891,Quebec,25-34,3/15/2023
C02892,Quebec,35-44,3/23/2023
C02893,Quebec,45-54,7/1/2023
C02894,BC,25-34,9/6/2024
C02895,Alberta,18-24,3/11/2024
C02896,BC,18-24,11/10/2023
C02897,Quebec,35-44,7/17/2023
C02898,Quebec,25-34,7/5/2023
C02899,Quebec,18-24,6/26/2024
C02900,Ontario,18-24,6/13/2023
C02901,BC,25-34,9/27/2023
C02902,BC,25-34,1/6/2025
C02903,Ontario,55+,1/2/2025
C02904,BC,18-24,3/24/2023
C02905,BC,25-34,7/21/2023
C02906,Alberta,55+,8/21/2024
C02907,Alberta,18-24,5/16/2023
C02908,BC,45-54,8/4/2023
C02909,Quebec,45-54,8/4/2024
C02910,BC,25-34,5/18/2025
C02911,Manitoba,25-34,4/1/2023
C02912,Quebec,45-54,2/12/2023
C02913,Quebec,35-44,10/31/2024
C02914,Alberta,45-54,6/24/2023
C02915,Quebec,45-54,9/7/2023
C02916,Ontario,25-34,1/22/2024
C02917,Alberta,18-24,1/29/2024
C02918,BC,35-44,8/11/2024
C02919,Ontario,18-24,2/5/2024
C02920,Ontario,25-34,4/27/2025
C02921,Manitoba,18-24,5/2/2025
C02922,BC,25-34,9/28/2024
C02923,Manitoba,18-24,7/23/2023
C02924,Alberta,25-34,4/27/2025
C02925,Quebec,18-24,4/7/2025
C02926,Ontario,25-34,9/27/2023
C02927,Ontario,25-34,9/23/2023
C02928,Quebec,25-34,2/23/2025
C02929,Ontario,55+,6/23/2025
C02930,Quebec,25-34,12/4/2024
C02931,Ontario,35-44,6/23/2023
C02932,Quebec,25-34,11/29/2024
C02933,Quebec,45-54,12/10/2024
C02934,Alberta,35-44,6/6/2025
C02935,Quebec,45-54,1/18/2024
C02936,Ontario,18-24,6/25/2023
C02937,BC,25-34,8/31/2024
C02938,BC,25-34,10/6/2024
C02939,Alberta,35-44,3/4/2023
C02940,BC,35-44,3/6/2025
C02941,BC,55+,10/26/2023
C02942,Ontario,45-54,6/3/2024
C02943,Ontario,55+,5/2/2023
C02944,Ontario,35-44,2/22/2024
C02945,Quebec,18-24,1/18/2025
C02946,Alberta,55+,5/20/2024
C02947,Ontario,45-54,7/27/2023
C02948,Quebec,25-34,2/29/2024
C02949,BC,35-44,3/19/2023
C02950,Alberta,18-24,6/29/2023
C02951,Quebec,25-34,5/25/2023
C02952,Quebec,45-54,8/29/2023
C02953,Quebec,55+,6/19/2025
C02954,Quebec,25-34,2/17/2024
C02955,Ontario,25-34,5/27/2023
C02956,Alberta,35-44,4/29/2023
C02957,Alberta,45-54,6/3/2023
C02958,Ontario,35-44,6/9/2025
C02959,Ontario,25-34,5/10/2025
C02960,Manitoba,45-54,11/27/2023
C02961,Ontario,35-44,3/22/2025
C02962,Alberta,18-24,1/25/2023
C02963,Quebec,55+,8/9/2023
C02964,Ontario,35-44,10/19/2024
C02965,Ontario,25-34,1/2/2025
C02966,BC,18-24,2/8/2023
C02967,Alberta,18-24,1/26/2025
C02968,Ontario,55+,5/2/2024
C02969,Ontario,45-54,3/19/2025
C02970,Ontario,18-24,5/4/2024
C02971,Quebec,35-44,6/7/2023
C02972,Ontario,18-24,12/8/2023
C02973,BC,25-34,7/5/2023
C02974,Ontario,25-34,1/5/2025
C02975,Quebec,45-54,2/4/2023
C02976,Quebec,18-24,11/21/2024
C02977,Ontario,18-24,5/18/2025
C02978,Quebec,35-44,4/21/2024
C02979,Quebec,55+,8/27/2023
C02980,Ontario,35-44,2/23/2023
C02981,BC,35-44,3/23/2025
C02982,Quebec,35-44,8/20/2023
C02983,BC,25-34,4/15/2023
C02984,Quebec,18-24,12/8/2023
C02985,Ontario,25-34,1/2/2024
C02986,Alberta,25-34,7/18/2024
C02987,Quebec,55+,3/26/2024
C02988,Alberta,35-44,5/8/2024
C02989,Alberta,45-54,4/24/2025
C02990,Alberta,25-34,11/16/2023
C02991,Alberta,25-34,7/9/2024
C02992,Ontario,35-44,1/23/2025
C02993,Manitoba,18-24,7/20/2023
C02994,Quebec,25-34,2/8/2023
C02995,BC,35-44,2/23/2025
C02996,Ontario,35-44,9/24/2023
C02997,Quebec,25-34,9/24/2023
C02998,Manitoba,45-54,4/1/2025
C02999,BC,35-44,2/14/2025
C03000,BC,35-44,10/15/2024
